,name,category,measurement-1,ingredient-1,measurement-2,ingredient-2,measurement-3,ingredient-3,measurement-4,ingredient-4,measurement-5,ingredient-5,measurement-6,ingredient-6,instructions,glass,glass-size,fixed-ingredient-1,fixed-measurement-1,fixed-ingredient-2,fixed-measurement-2,fixed-ingredient-3,fixed-measurement-3,fixed-ingredient-4,fixed-measurement-4,fixed-ingredient-5,fixed-measurement-5,fixed-ingredient-6,fixed-measurement-6,fixed-instructions,blend,shake,stir-strain,build,no-measurement,total-liquid,alco-pop,beer,bitters,brandy,citrus juice,citrus spirit,cream spirit,dessert spirit,egg,flavoured water,floral spirit,fortified wine,fruit juice,fruit spirit,gin,herbal spirit,milk,rum,sauce,soda,sparkling wine,syrup,tea,tequila,water,vodka,whisky,wine,glass-total,total-alcohol,total-ingredients,alco-percent
224,Harvard Cocktail,Brandy,1 1/2 oz, Brandy,3/4 oz, Sweet Vermouth,1/2 oz, Fresh lemon juice,1 oz, Grenadine,1 oz, Angostura Bitters,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,brandy,1 1/2 oz,sweet vermouth,3/4 oz,fresh lemon juice,1/2 oz,grenadine,1 oz,angostura bitters,1 dash,,,shake with ice and strain into chilled cocktail glass.,False,True,False,False,,114.5,0.0,0.0,2.0,45.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,69.5,5,0.6069868995633187
225,Gin and Milk Punch,Cocktail Classics,1 oz, Powdered Sugar,2 oz, Mr. Boston Gin,1 oz, Milk,,,,,,,"Shake with ice, strain into collins glass, and sprinkle nutmeg on top.",Collins Glass,14 to 16 ounces,powdered sugar,1 oz,mr. boston gin,2 oz,milk,1 oz,,,,,,,"shake with ice, strain into collins glass, and sprinkle nutmeg on top.",False,True,False,False,,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,60.0,2,0.6666666666666666
226,Surf Rider,Vodka,2 oz, Vodka,1/2 oz, Sweet Vermouth,2 oz, Fresh orange juice,1/2 oz, Fresh lemon juice,1/4 oz, Grenadine,," Orange half-wheel, maraschino cherry",Shake with ice and strain into ice-filled highball glass. Garnish with orange and cherry.,Highball Glass,7 to 10 ounces,vodka,2 oz,sweet vermouth,1/2 oz,fresh orange juice,2 oz,fresh lemon juice,1/2 oz,grenadine,1/4 oz,"orange half-wheel, maraschino cherry",,shake with ice and strain into ice-filled highball glass. garnish with orange and cherry.,False,True,False,False,,157.5,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,60.0,0.0,0.0,255.0,75.0,4,0.47619047619047616
227,Dinah Cocktail,Whiskies,1 1/2 oz, Bourbon whiskey,3/4 oz, Fresh lemon juice,1/2 oz, Simple Syrup,, Fresh mint leaf,,,,,Shake well with ice and strain into chilled cocktail glass. Garnish with mint.,Cocktail Glass,6 or more ounces,bourbon whiskey,1 1/2 oz,fresh lemon juice,3/4 oz,simple syrup,1/2 oz,fresh mint leaf,,,,,,shake well with ice and strain into chilled cocktail glass. garnish with mint.,False,True,False,False,,82.5,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,45.0,0.0,180.0,45.0,3,0.5454545454545454
228,Tea Saronno,Cocktail Classics,6 oz,Hot Tea,1 1/2 oz, Amaretto di Saronno,1 oz, Whipped cream,,,,,,,"Pour hot tea into a stemmed glass, using a spoon in glass to prevent cracking. Add Amaretto di Saronno but do not stir. Top with chilled whipped cream.",Stem Glass,,hot tea,6 oz,almond liqueur di saronno,1 1/2 oz,whipped cream,1 oz,,,,,,,"pour hot tea into a stemmed glass, using a spoon in glass to prevent cracking. add amaretto di saronno but do not stir. top with chilled whipped cream.",False,False,False,True,,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,2,0.1
229,The Summer Of Love,Vodka,2 oz, Orange-flavored vodka,2 oz, Rose water,1 oz, Lillet Blanc,1/4 oz, Black raspberry liqueur,,,,,Shake with ice and strain into chilled cocktail glass. Add lemon twist.,Cocktail Glass,6 or more ounces,orange-flavored vodka,2 oz,rose water,2 oz,dry vermouth,1 oz,black raspberry liqueur,1/4 oz,,,,,shake with ice and strain into chilled cocktail glass. add lemon twist.,False,True,False,False,,157.5,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,60.0,0.0,30.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,63.75,4,0.40476190476190477
230,Devil's Soul,Whiskies,1 1/2 oz, Straight rye whiskey,1/2 oz, Mezcal,1/2 oz, Amaro,1/4 oz, Aperol,1/4 oz, Elderflower liqueur,," Orange twist, flamed",Stir with ice and strain into cocktail glass. Flame orange twist and add to glass.,Cocktail Glass,6 or more ounces,straight rye whiskey,1 1/2 oz,mezcal,1/2 oz,herbal spirit,1/2 oz,herbal spirit,1/4 oz,floral liqueur,1/4 oz,"orange twist, flamed",,stir with ice and strain into cocktail glass. flame orange twist and add to glass.,False,False,True,False,,97.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,45.0,0.0,180.0,78.75,4,0.8076923076923077
231,Deshler,Whiskies,1 1/2 oz, Straight rye whiskey,1/2 oz, Dubonnet Rouge,1/4 oz, Triple Sec,2 oz, Angostura Bitters,, Lemon twist,,,Stir with ice and strain into chilled champagne flute. Add lemon twist.,Champagne Flute,6 to 8 ounces,straight rye whiskey,1 1/2 oz,herbal spirit rouge,1/2 oz,orange liqueur,1/4 oz,angostura bitters,2 dash,lemon twist,,,,stir with ice and strain into chilled champagne flute. add lemon twist.,False,False,True,False,,71.5,0.0,0.0,4.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,210.0,60.25,4,0.8426573426573427
232,T.N.T. No. 1,Cocktail Classics,1 1/2 oz, Old Thompson Blended Whiskey,1 1/2 oz, Absinthe Substitute,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,old thompson blended whiskey,1 1/2 oz,herbal spirit substitute,1 1/2 oz,,,,,,,,,shake with ice and strain into cocktail glass.,False,True,False,False,,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,180.0,67.5,2,0.75
233,Stupid Cupid,Vodka,2 oz, Citrus-flavored vodka,1/2 oz, Sloe gin,1 oz, Simple Syrup,1 oz, Fresh lemon juice,, Maraschino cherry,,,Shake with ice and strain into chilled cocktail glass. Garnish with cherry.,Cocktail Glass,6 or more ounces,citrus-flavored vodka,2 oz,sloe gin,1/2 oz,simple syrup,1 oz,fresh lemon juice,1 oz,maraschino cherry,,,,shake with ice and strain into chilled cocktail glass. garnish with cherry.,False,True,False,False,,135.0,0.0,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,45.0,4,0.3333333333333333
234,Derby,Whiskies,2 oz, Bourbon whiskey,1/4 oz, Benedictine,1 oz, Angostura Bitters,, Lemon twist,,,,,Stir with ice and strain into chilled cocktail glass. Add lemon twist.,Cocktail Glass,6 or more ounces,bourbon whiskey,2 oz,herbal spirit,1/4 oz,angostura bitters,1 dash,lemon twist,,,,,,stir with ice and strain into chilled cocktail glass. add lemon twist.,False,False,True,False,,69.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,180.0,65.75,3,0.9460431654676259
235,Stockholm 75,Vodka,For glass," Lemon wedge, superfine sugar",3/4 oz, Citrus-flavored vodka,3/4 oz, Simple Syrup,3/4 oz, Fresh lemon juice,3 oz, Chilled Champagne,,,"Rim chilled cocktail glass with lemon and sugar. Shake vodka, syrup, and lemon juice with ice. Strain into glass. Fill with Champagne",Cocktail Glass,6 or more ounces,"lemon wedge, superfine sugar",for glass,citrus-flavored vodka,3/4 oz,simple syrup,3/4 oz,fresh lemon juice,3/4 oz,chilled champagne,3 oz,,,"rim chilled cocktail glass with lemon and sugar. shake vodka, syrup, and lemon juice with ice. strain into glass. fill with champagne",False,True,False,False,,157.5,0.0,0.0,0.0,0.0,22.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,180.0,33.75,4,0.21428571428571427
